Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2020,256566,,Submitted Data,176 N Racine Avenue,60607,4.0,false,Near West Side,Office,191099,2019,1,,87,5555534.7,250009.5,,,,34.2,93.3,35.3,96.2,880.3,5.2,41.86387004,-87.64681941,POINT (-87.64681941 41.86387004)
2020,256538,,Submitted Data,2340 N California Ave,60647,1.0,false,Logan Square,Multifamily Housing,106861,2018,1,,1,3808348.3,17403934.4,,,,221.3,301.9,229.1,310.1,1468.3,15.3,41.92085,-87.701615,POINT (-87.701615 41.92085)
2020,158958,Jackson Park Hospital,Not Submitted,7531 S Stony Island Ave,60649,0.0,false,SOUTH SHORE,,520525,,,,,,,,,,,,,,,,41.75763999,-87.585176,POINT (-87.585176 41.75763999)
2020,255936,Marlowe Chicago,Submitted Data,675 N Wells St,60654,4.0,false,NEAR NORTH SIDE,Multifamily Housing,130817,2018,1,,83,2690080.4,6205580,,,,68,107.4,70.6,110.4,749.4,5.7,41.89213,-87.63513,POINT (-87.63513 41.89213)
2020,157469,1224 W. Van Buren Lofts,Submitted Data,1224 W Van Buren St,60607,3.0,false,NEAR WEST SIDE,Multifamily Housing,159546,2007,1,,65,2947302.6,9383600.1,,,,88.4,129.7,93.3,135,958.4,6.9,41.87684325,-87.65816993,POINT (-87.65816993 41.87684325)
2020,256733,Michael M Byrne Elementary School,Submitted Data,5329 S Oak Park Avenue,60656,3.5,false,,K-12 School,78340,1935,1,,71,1634300.3,2088510.1,,,,47.5,86.4,50,89,366,4.7,41.975525,-87.8018,POINT (-87.8018 41.975525)
2020,251679,Lowell Elementary -CPS,Submitted Data,3320 W Hirsch St,60651,4.0,false,HUMBOLDT PARK,K-12 School,121800,1890,1,,83,1450902.1,5021719.7,,,,53.1,76.6,56.5,80.2,493.2,4,41.90669414,-87.71050823,POINT (-87.71050823 41.90669414)
2020,238712,899 South Plymouth Court Condominium Association,Submitted Data,899 S Plymouth Ct,60605,1.5,false,LOOP,Multifamily Housing,263800,1980,1,,38,10341424.6,6049015.8,,,,62.1,133.8,65.7,142.5,1935.3,7.3,41.870862,-87.628555,POINT (-87.628555 41.870862)
2020,251647,Gregory Elementary -CPS,Submitted Data,3707 W Polk,60624,4.0,false,EAST GARFIELD PARK,K-12 School,109900,1923,1,,61,1113079.9,7749640.1,,,,80.6,102.4,92.2,114.5,585.3,5.3,41.870786,-87.718327,POINT (-87.718327 41.870786)
2020,158429,623 S Wabash Ave,Submitted Data,623 S Wabash Ave,60605,4.0,false,LOOP,College/University,206130,1960,,,,6653362,4179800,,,,52.6,111.7,54.2,113.4,1172.3,5.7,41.87373031,-87.62547714,POINT (-87.62547714 41.87373031)
2020,175508,8507-Jefferson Park (Elston),Submitted Data,5353 N Elston Ave,60630,2.5,false,JEFFERSON PARK,Supermarket/Grocery Store,63165,2013,1,,52,9376555,10009607.2,,,,306.9,582,306.9,582,1995.1,31.6,41.97887489,-87.75758499,POINT (-87.75758499 41.97887489)
2020,175824,,Submitted Data,6140  S DREXEL AVE,60637,1.0,false,WOODLAWN,Multifamily Housing,105309,1959,1,,10,1773707.7,10259487.1,,,,148.5,194.3,148.5,194.3,821.8,10.1,41.78046327,-87.6053081,POINT (-87.6053081 41.78046327)
2020,251343,3180 Condominium Association,Submitted Data,3180 N Lake Shore Dr,60657,2.0,false,LAKE VIEW,Multifamily Housing,384000,1959,1,,42,6204776.7,20924858.6,,,,77.5,112.4,80.6,115.4,2079.8,5.9,41.93904206,-87.63916169,POINT (-87.63916169 41.93904206)
2020,230101,Tiara Homeowners Association,Submitted Data,6145 6147 N SHERIDAN RD,60660,4.0,false,EDGEWATER,Multifamily Housing,261305,1965,1,,94,7010212.7,,,,,32.9,92.1,36.1,101,1094.1,5.1,41.99355765,-87.65486698,POINT (-87.65486698 41.99355765)
2020,252045,Harper Library / Classics,Submitted Data,1116 E 59th St,60637,2.0,false,HYDE PARK,Social/Meeting Hall,67780,1912,1,,,2534294,,6836331,1116306.2,,87.9,136.9,90.2,139.7,908.3,7.6,41.78800431,-87.59964828,POINT (-87.59964828 41.78800431)
2020,173837,Black Ensemble Theater,Submitted Data,4450 N Clark St,60640,3.0,false,UPTOWN,Performing Arts,66373,2011,1,,,1139937.7,1612637.7,,,,50.8,90.1,52.9,92.3,263.6,4.9,41.96321715,-87.66659989,POINT (-87.66659989 41.96321715)
2020,109576,,Submitted Data,7200 7216 N RIDGE BLVD,60645,4.0,false,WEST RIDGE,Multifamily Housing,76937,1966,1,,98,758924.4,1793961,,,,41.1,64.6,43.1,66.1,213.7,3.4,42.00880199,-87.69502812,POINT (-87.69502812 42.00880199)
2020,120965,8512-South Loop (16th & Clark),Submitted Data,1615 S Clark St,60616,3.5,false,NEAR SOUTH SIDE,Supermarket/Grocery Store,61872,2013,1,,58,10128158.5,6836384.1,,,,274.2,574.4,280.6,581.1,1943.8,31.4,41.859892,-87.630216,POINT (-87.630216 41.859892)
2020,122005,"Jewel Osco, 03170-Pulaski & 55th St",Submitted Data,5320 S Pulaski Rd,60632,3.0,false,WEST ELSDON,Supermarket/Grocery Store,71923,1973,1,,61,10979280,5292000.1,,,,226.2,504.7,231.8,509.9,1994.6,27.7,41.79586453,-87.72502577,POINT (-87.72502577 41.79586453)
2020,251524,Air Force Academy (Abbott Elementary ) -CPS,Submitted Data,3630 S Wells St,60609,4.0,false,ARMOUR SQUARE,K-12 School,68306,1949,1,,70,1703484.5,2143369.9,,,,56.3,102.8,59.4,106,379.7,5.6,41.82818263,-87.63325219,POINT (-87.63325219 41.82818263)
2020,251218,Museum Tower Residences Condo Association,Submitted Data,1335 S Prairie Ave,60605,3.0,false,NEAR SOUTH SIDE,Multifamily Housing,425305,2003,1,,47,10647394.9,19671971.9,,,,83.7,139.3,87.4,142.9,2706.6,7.5,41.8648264,-87.62071198,POINT (-87.62071198 41.8648264)
2020,252078,UNO Soccer Academy High School,Not Submitted,5025 S ST LOUIS,60632,0.0,false,GAGE PARK,,93408,,,,,,,,,,,,,,,,41.80806486,-87.71097656,POINT (-87.71097656 41.80806486)
2020,160046,,Submitted Data,444 W Lake St,60606,0.0,false,NEAR WEST SIDE,,1440687,,,,,,,,,,,,,,,,41.88575088,-87.63930148,POINT (-87.63930148 41.88575088)
2020,102365,Lake View HS -CPS,Submitted Data,4015 N Ashland Ave,60613,4.0,false,LAKE VIEW,K-12 School,266099,1898,1,,74,4126843.5,13774499.4,,,,67.3,97.8,74.8,105.7,1375.7,5.2,41.95525436,-87.66860456,POINT (-87.66860456 41.95525436)
2020,175872,Piper's Alley,Submitted Data,230 W North Ave,60610,,true,LINCOLN PARK,Mixed Use Property,355532,1977,1,,,11123010.7,9167002.4,,,,92.4,185.7,94.1,187.5,2222.9,10.1,41.91153938,-87.63616909,POINT (-87.63616909 41.91153938)
2020,159594,,Submitted Data,451 W Wrightwood Ave,60614,4.0,false,LINCOLN PARK,Multifamily Housing,116380,1933,1,,90,1755600.2,6551831.2,,,,71.4,101.3,74.4,103.7,622,5.3,41.93048495,-87.64109185,POINT (-87.64109185 41.93048495)
2020,101038,2111 W Roosevelt Rd,Submitted Data,2111 W Roosevelt Rd,60608,4.0,false,NEAR WEST SIDE,Office,785947,2006,1,,86,23695559,14786450,,,,84,178.5,85.8,179.4,4487.8,9.8,41.86578401,-87.67979313,POINT (-87.67979313 41.86578401)
2020,119504,,Submitted Data,1201 W ADAMS ST,60607,2.5,false,NEAR WEST SIDE,Multifamily Housing,120000,2001,1,,39,3912325.6,3354507,,,,86.5,172.3,89.5,175.8,788.8,9.4,41.87879651,-87.6574532,POINT (-87.6574532 41.87879651)
2020,174249,Westport Commons - Ultra Foods,Exempt,3250 W 87th St,60652,,true,ASHBURN,,213066,,,,,,,,,,,,,,,,41.735136,-87.70614765,POINT (-87.70614765 41.735136)
2020,256829,,Not Submitted,366 W. Superior,60654,0.0,false,,,122916,,,,,,,,,,,,,,,,41.892375,-87.63491,POINT (-87.63491 41.892375)
2020,251622,Galileo Scholastic Academy -CPS,Submitted Data,820 S Carpenter St,60607,2.0,false,NEAR WEST SIDE,K-12 School,102703,1893,1,,28,2117009.2,8381779.8,,,,102.2,143.4,107.9,149.4,775.6,7.6,41.8708445,-87.65374321,POINT (-87.65374321 41.8708445)
2020,160157,GX Master Tenant,Submitted Data,2545 W Diversey Ave,60647,4.0,false,LOGAN SQUARE,Office,263890,1914,1,,90,9552207.8,4765226.3,,,,63.1,140,65,141.9,1743.9,7.7,41.93162561,-87.6918905,POINT (-87.6918905 41.93162561)
2020,252246,Noble Charter - Pritzker College Prep,Submitted Data,4131 W Cortland St,60639,4.0,false,HERMOSA,K-12 School,70655,1901,1,,66,1464477.6,4071814.4,,,,84.3,127.6,88.9,131.6,444.8,6.8,41.91527261,-87.73026634,POINT (-87.73026634 41.91527261)
2020,252288,Parkside Terrace,Submitted Data,137-143 N Parkside Ave,60644,4.0,false,AUSTIN,Multifamily Housing,85000,1920,2,,96,1134924.5,3688650.2,,,,56.7,83,60,86.3,373,4.4,41.8829808,-87.76654394,POINT (-87.76654394 41.8829808)
2020,106014,,Submitted Data,211 213 E DELAWARE PL,60611,4.0,false,NEAR NORTH SIDE,Multifamily Housing,57125,1931,1,,88,2243744.9,1267007.4,,,,61.5,133.3,64.8,141.6,417.5,7.3,41.89579275,-87.62247957,POINT (-87.62247957 41.89579275)
2020,254365,Wolf Point West,Not Submitted,326 N ORLEANS ST,60654,0.0,false,Near North Side,,430000,,,,,,,,,,,,,,,,41.8921691,-87.63413579,POINT (-87.63413579 41.8921691)
2020,172617,Manchester Building,Submitted Data,2033 2045 W CHARLESTON ST,60647,4.0,false,LOGAN SQUARE,Multifamily Housing,52100,1898,1,,93,670652.5,2037533.4,,,,52,77.1,54.6,79.2,212.9,4.1,41.92075046,-87.70152825,POINT (-87.70152825 41.92075046)
2020,172547,,Exempt,2222 S MICHIGAN AVE,60616,,true,NEAR SOUTH SIDE,,103900,,,,,,,,,,,,,,,,41.85215031,-87.62464535,POINT (-87.62464535 41.85215031)
2020,252060,Woodlawn Social Services Center,Submitted Data,950 E 61st St,60637,3.5,false,WOODLAWN,Office,66084,1970,1,,52,2499051.2,,3881097,,,96.5,176.5,99.3,178,647.7,9.8,41.78439159,-87.60197356,POINT (-87.60197356 41.78439159)
2020,114120,,Submitted Data,1169 S PLYMOUTH CT,60605,4.0,false,LOOP,Multifamily Housing,138000,1978,1,,67,4614031,1858701.6,,,,53.9,123.9,57.1,132.4,818.8,6.8,41.86863212,-87.62730687,POINT (-87.62730687 41.86863212)
2020,251930,The Granville Condominum Association,Submitted Data,1134 W Granville Ave,60660,2.0,false,EDGEWATER,Multifamily Housing,348150,2008,1,,47,7836760.5,17183484.2,,,,103.7,165.7,110.7,173.2,2135.8,8.9,41.994566,-87.659499,POINT (-87.659499 41.994566)
2020,172711,,Submitted Data,4245  N OAK PARK AVE,60634,3.5,false,DUNNING,Senior Living Community,54800,2013,1,,53,883243.9,1930400.1,,,,51.3,82.1,54.4,84.7,240.4,4.4,41.94530408,-87.80186746,POINT (-87.80186746 41.94530408)
2020,251680,Bond Elementary -CPS,Submitted Data,7050 S May St,60621,3.5,false,ENGLEWOOD,K-12 School,104126,1926,1,,51,1773517,6532609.8,,,,79.8,113.6,84.1,118.1,623.8,6,41.76532355,-87.65330787,POINT (-87.65330787 41.76532355)
2020,251738,Hirsch Metropolitan HS -CPS,Submitted Data,7740 S Ingleside Ave,60619,4.0,false,GREATER GRAND CROSSING,K-12 School,217770,1926,1,,73,2740699.9,13294309.8,,,,73.6,99.3,79,105.3,1133.9,5.2,41.75392315,-87.60197826,POINT (-87.60197826 41.75392315)
2020,251789,Saint Hedwig Parish,Submitted Data,2226 N Hoyne Ave,60647,3.0,false,LOGAN SQUARE,Other,100888,1950,5,,,938204,8867909.7,,,,97.2,118.3,105.2,126.8,617.4,6.1,41.92225236,-87.68068171,POINT (-87.68068171 41.92225236)
2020,113632,,Submitted Data,1130 N LAKE SHORE DR,60611,3.0,false,NEAR NORTH SIDE,Multifamily Housing,49500,1910,1,,,616340.2,3869251.1,,,,76.6,98.8,80.3,102.2,301.7,5.2,41.89578772,-87.62246847,POINT (-87.62246847 41.89578772)
2020,160262,Dearborn Homes,Submitted Data,2960 S Federal St,60616,2.0,false,DOUGLAS,Multifamily Housing,706989,1950,17,,16,20715234.6,68851921,,,,129.1,186.7,,,7159,10.1,41.84018052,-87.62932246,POINT (-87.62932246 41.84018052)
2020,157011,Little Village HS Campus -CPS,Submitted Data,3120 S Kostner Ave,60623,1.0,false,SOUTH LAWNDALE,K-12 School,290134,2005,1,,7,18968732.3,10805920,,,,102.6,222.2,104,221.5,3534.4,12.2,41.83516722,-87.73556631,POINT (-87.73556631 41.83516722)
2020,175454,,Submitted Data,201 211 E 31ST ST,60616,4.0,false,DOUGLAS,Multifamily Housing,51375,2008,1,,85,832292.5,2161782,,,,58.3,89.5,60.7,92.1,244.7,4.8,41.84550365,-87.63055693,POINT (-87.63055693 41.84550365)
2020,251559,Beethoven Elementary -CPS,Submitted Data,25 W 47th St,60609,3.0,false,GRAND BOULEVARD,K-12 School,92185,1962,1,,47,1683403.8,5943029.7,,,,82.7,118.8,86.8,123.1,578.4,6.3,41.80886394,-87.62670333,POINT (-87.62670333 41.80886394)
2020,255942,Viridian on Sheridan,Submitted Data,734 W Sheridan Rd,60613,3.0,false,LAKE VIEW,Multifamily Housing,127828,2018,1,,70,2689332.2,4436272.4,,,,68.7,117.6,70.7,119.7,655.4,6.3,41.95481,-87.65036,POINT (-87.65036 41.95481)
2020,256674,Cityview Lofts,Submitted Data,1259 N Wood Street,,2.5,false,,Multifamily Housing,50590,1909,1,,53,941503.9,2163344.1,,,,61.4,97,64.3,100.1,261.8,5.2,41.88425,-87.63245,POINT (-87.63245 41.88425)
2020,109573,,Submitted Data,7340 7352 N RIDGE BLVD,60645,1.0,false,WEST RIDGE,Multifamily Housing,110000,1920,1,,28,775114.2,9890543.7,,,,97,114.1,97,114.1,646.3,5.9,42.00880199,-87.69502812,POINT (-87.69502812 42.00880199)
2020,175686,,Submitted Data,1001  W BELMONT AVE,60657,4.0,false,LAKE VIEW,Multifamily Housing,76600,1929,1,,70,2535030.7,654075,,,,41.6,101.6,41.8,101.8,430.4,5.6,41.9398511,-87.65844752,POINT (-87.65844752 41.9398511)
2020,175472,,Submitted Data,3240 N ASHLAND AVE,60657,4.0,false,LAKE VIEW,Multifamily Housing,215493,1915,1,,68,4937287,6762776.4,,,,66.5,118.9,68.8,121.3,1129.8,6.4,41.83439716,-87.66593914,POINT (-87.66593914 41.83439716)
2020,252058,Logan Arts Center,Submitted Data,915 E 60th St,60637,2.0,false,WOODLAWN,Performing Arts,188821,2011,1,,,5296273.6,,22043425.3,4679999.9,,169.6,241.5,170.6,243,2536.9,13.4,41.785854,-87.603817,POINT (-87.603817 41.785854)
2020,158748,American Islamic College,Not Submitted,640 W Irving Park Rd,60613,0.0,false,UPTOWN,,200024,,,,,,,,,,,,,,,,41.95492194,-87.64598619,POINT (-87.64598619 41.95492194)
2020,101043,Manley Career Academy HS -CPS,Submitted Data,2935 W Polk St,60612,4.0,false,EAST GARFIELD PARK,K-12 School,213820,1928,1,,72,2801592.7,13167669.7,,,,74.7,101.3,80.4,107.3,1136.6,5.3,41.87077924,-87.69973292,POINT (-87.69973292 41.87077924)
2020,113933,,Submitted Data,6927 6939 S CRANDON AVE,60649,2.5,false,SOUTH SHORE,Multifamily Housing,111239,1927,1,,39,1021917.8,11639457.2,,,,113.8,135.6,119.3,141.4,777.7,7,41.76259226,-87.57231648,POINT (-87.57231648 41.76259226)
2020,254035,Reside by Irving Park,Submitted Data,725 W Irving Park Rd,60613,4.0,false,Lake View,Multifamily Housing,63000,1923,1,,97,1031434,1165725.3,,,,34.9,65.3,35.5,65.9,222.9,3.5,41.9543088,-87.6618,POINT (-87.6618 41.9543088)
2020,254373,North & Pulaski Apartments,Submitted Data,3949 W NORTH AVE,60647,1.0,false,Humboldt Park,Multifamily Housing,81767,2014,1,,20,2197107.2,5027566.4,,,,96.3,152.4,100,156.6,609.9,8.1,41.91723891,-87.68490143,POINT (-87.68490143 41.91723891)
2020,253956,,Submitted Data,3611 W Montrose Ave,60618,3.5,false,Irving Park,Multifamily Housing,50000,1996,1,,80,902914.2,2503542.7,,,,68.1,103.1,71.3,106.4,273.9,5.5,41.94662098,-87.70269173,POINT (-87.70269173 41.94662098)
2020,109278,,Not Submitted,8509 8525 W CATHERINE AVE,60656,0.0,false,OHARE,,110000,,,,,,,,,,,,,,,,41.97087009,-87.79892589,POINT (-87.79892589 41.97087009)
2020,254387,The Hensley,Submitted Data,707 N WELLS ST,60654,1.0,false,Near North Side,Multifamily Housing,109372,2016,1,,22,2898470,5567383.8,,,,93.7,154.5,97.4,158.4,748.1,8.3,41.8921691,-87.63413579,POINT (-87.63413579 41.8921691)
2020,175984,,Not Submitted,1140  N LASALLE ST,60610,0.0,false,NEAR NORTH SIDE,,80408,,,,,,,,,,,,,,,,41.9037528,-87.63558845,POINT (-87.63558845 41.9037528)
2020,112622,,Submitted Data,5918  N KENMORE AVE,60660,4.0,false,EDGEWATER,Multifamily Housing,76600,1969,1,,89,1816221.3,2097657,,,,63.9,118.9,67.3,126.9,394.9,6.4,41.99090057,-87.66660744,POINT (-87.66660744 41.99090057)
2020,251790,Saint Monica School,Submitted Data,5115 N Mont Clare Ave,60656,2.0,false,NORWOOD PARK,Other,86262,1948,4,,,1478871.5,4814185,,,,73,106.6,79.8,113.8,486.5,5.6,41.97393141,-87.80430314,POINT (-87.80430314 41.97393141)
2020,251338,Thomas P. Levan Center,Submitted Data,2322 N Kenmore Ave,60614,4.0,false,LINCOLN PARK,College/University,52477,1923,1,,,2181357.1,3168075.1,,,,101.9,179.8,108.3,186.4,508.7,9.7,41.92408465,-87.65537041,POINT (-87.65537041 41.92408465)
2020,236816,401 East Ontario Condominiums,Submitted Data,401 E Ontario St,60611,0.0,false,NEAR NORTH SIDE,Multifamily Housing,450000,1988,1,,,6098178.6,,,,,,,,,,,41.89320725,-87.61690825,POINT (-87.61690825 41.89320725)
2020,252042,Edelstone Center,Submitted Data,6030 S Ellis Ave,60637,4.0,false,WOODLAWN,Office,59741,1966,1,,63,1481384.7,,4013464.1,684156,,103.4,160.7,106.3,164.2,533.7,8.9,41.78488949,-87.60149582,POINT (-87.60149582 41.78488949)
2020,173915,,Submitted Data,5500  S SHORE DR,60637,3.5,false,HYDE PARK,Multifamily Housing,165000,1920,1,,76,2231284.2,10637465.2,,,,78,105.6,82.2,110,913.2,5.5,41.78046327,-87.6053081,POINT (-87.6053081 41.78046327)
2020,104288,,Submitted Data,452  W ALDINE AVE,60657,3.5,false,LAKE VIEW,Multifamily Housing,101700,1966,1,,78,1268284.8,5012192.5,,,,70.6,99,74,102.7,464.2,5.2,41.9398511,-87.65844752,POINT (-87.65844752 41.9398511)
2020,250001,120 North LaSalle,Submitted Data,120 N LaSalle St,60602,4.0,false,LOOP,Office,557345,1991,1,,70,21792095.6,,,,,47.6,133.2,50.4,141.1,3401.1,7.4,41.88371132,-87.63248735,POINT (-87.63248735 41.88371132)
2020,254067,Hedgerow Condominium Association,Not Submitted,1645 E. 54th St.,60615,0.0,false,Hyde Park,,127800,,,,,,,,,,,,,,,,41.8022432,-87.60352,POINT (-87.60352 41.8022432)
2020,251226,325 W Huron St,Submitted Data,325 W Huron St,60654,4.0,false,NEAR NORTH SIDE,Office,150246,1920,1,,90,2555059.1,6509989.9,,,,60.3,93.1,63.3,96.2,744.5,5,41.89472315,-87.63667041,POINT (-87.63667041 41.89472315)
2020,125859,730 N Michigan Ave,Submitted Data,730 N Michigan Ave,60611,3.0,false,NEAR NORTH SIDE,Other - Mall,228000,1997,1,,,19457407.8,2876225.8,,,,98,252.2,98,252.2,3189.5,14,41.8960297,-87.62430773,POINT (-87.62430773 41.8960297)
2020,251597,Okeeffe Elementary -CPS,Submitted Data,6940 S Merrill Ave,60649,3.0,false,SOUTH SHORE,K-12 School,95310,1925,1,,46,2261981.9,4872830.4,,,,74.9,120.1,79.9,126.9,611.8,6.4,41.76869956,-87.57309463,POINT (-87.57309463 41.76869956)
2020,255949,,Submitted Data,3630 N Clark St,60613,1.0,false,LAKE VIEW,Hotel,204703,2018,1,,9,15730398.4,9044498.4,,,,134.1,289.9,136.3,292.2,2935.4,15.9,41.95481,-87.65036,POINT (-87.65036 41.95481)
2020,260051,,Submitted Data,3710  N PINE GROVE AVE,60613,3.5,false,LAKE VIEW,Multifamily Housing,63900,1971,1,,72,1312896.7,3806459.9,,,,84.9,127.2,87.8,130.3,407.1,6.8,41.95402016,-87.6620278,POINT (-87.6620278 41.95402016)
2020,250148,8 S. Michigan Ave,Submitted Data,8 S Michigan Ave,60603,4.0,false,LOOP,Office,180547,1929,1,,74,5752645.6,10908534.4,,,,92.3,152.7,97.7,157.9,1477.2,8.2,41.881742,-87.624515,POINT (-87.624515 41.881742)
2020,251417,Chalmers-CPS,Submitted Data,2745 W Roosevelt Rd,60608,1.0,false,NORTH LAWNDALE,K-12 School,68184,1959,1,,4,3033287.8,6247340.2,,,,136.1,220.8,141.3,225.3,805.2,11.8,41.86604466,-87.69546821,POINT (-87.69546821 41.86604466)
2020,254168,,Submitted Data,1050 W  Sheridan,60660,,true,Rogers Park,Other - Education,139554,2004,1,,,13139296.7,13117518.9,,,,188.1,362.3,194.3,368.8,2747.4,19.7,41.9982817,-87.65758,POINT (-87.65758 41.9982817)
2020,254388,Eight O Five,Submitted Data,805 N LA SALLE DR,60610,1.5,false,Near North Side,Multifamily Housing,312646,2015,1,,33,9216362,,,,,81.8,145.6,85.6,150.6,2122.3,7.9,41.90412113,-87.63142484,POINT (-87.63142484 41.90412113)
2020,128292,Dunning Square,Submitted Data,6408 - 6450 W Irving Park Rd,60634,1.0,false,DUNNING,Strip Mall,278429,1963,1,,,17914569.2,7431552.9,,,,197.4,451.3,202.8,457.1,3190.6,24.8,41.95397945,-87.78661177,POINT (-87.78661177 41.95397945)
2020,251546,Reinberg Elementary -CPS,Submitted Data,3425 N Major Ave,60634,3.5,false,PORTAGE PARK,K-12 School,82255,1928,1,,55,1068899.5,5782049.9,,,,83.3,110.2,93.6,122,473.9,5.8,41.94263555,-87.76852525,POINT (-87.76852525 41.94263555)
2020,235970,5100 Marine Drive Condominium Association,Submitted Data,5100 N Marine Dr,60640,4.0,false,UPTOWN,Multifamily Housing,357063,1969,1,,70,9874369.2,6313490.9,,,,58.6,124.1,61.8,131.7,1876.4,6.8,41.97565447,-87.65244868,POINT (-87.65244868 41.97565447)
2020,256427,Herman Hall,Submitted Data,3241 S Federal Street,60616,1.0,false,DOUGLAS,College/University,111135,1962,1,,,2088809.4,62278.2,7923441.7,171853188.4,,1637,1546.2,1577.9,1494.3,9912.1,89.2,41.842325,-87.62715344,POINT (-87.62715344 41.842325)
2020,251372,Logandale -CPS,Submitted Data,3212 W George St,60618,4.0,false,AVONDALE,K-12 School,138900,1881,1,,61,2631041.7,6546970.1,,,,66.1,102.5,73,109.8,758.4,5.5,41.93427,-87.70801024,POINT (-87.70801024 41.93427)
2020,137570,EuroFurniture,Not Submitted,2145 W Grand Ave,60612,0.0,false,WEST TOWN,,68000,,,,,,,,,,,,,,,,41.89052803,-87.68112699,POINT (-87.68112699 41.89052803)
2020,165020,,Submitted Data,7429 7441 S KINGSTON AVE,60649,3.5,false,SOUTH SHORE,Multifamily Housing,71829,2000,1,,72,600099.2,5013453.7,,,,89.5,110.7,94.2,115.7,359.9,5.7,41.76259226,-87.57231648,POINT (-87.57231648 41.76259226)
2020,255951,COOK COUNTY CENTRAL CAMPUS HEALTH CENTER,Not Submitted,1950 W Polk St,60612,,true,NEAR WEST SIDE,,264974,,,,,,,,,,,,,,,,41.8776449,-87.6741299,POINT (-87.6741299 41.8776449)
2020,173702,,Submitted Data,1301  N STATE PKWY,60610,4.0,false,NEAR NORTH SIDE,Hotel,188600,1928,1,,92,6317591.1,6918735.9,,,,70.2,132.3,71.5,133.7,1353.5,7.2,41.9037528,-87.63558845,POINT (-87.63558845 41.9037528)
2020,124308,Walmart Supercenter #5965,Submitted Data,10900 S Doty Ave,60628,1.0,false,PULLMAN,Wholesale Club/Supercenter,155765,2013,1,,19,12796546.3,6816824.9,,,,125.9,276,131.4,282.1,2359.2,15.1,41.693399,-87.598728,POINT (-87.598728 41.693399)
2020,251641,Depriest Elementary -CPS,Submitted Data,139 S Parkside Ave,60644,2.0,false,AUSTIN,K-12 School,106650,2004,1,,23,4258653.7,4094100.5,,,,78.3,152.1,81.3,154.4,882.1,8.3,41.87814763,-87.76599426,POINT (-87.76599426 41.87814763)
2020,237359,Edgewater Beach Apartments Corporation,Submitted Data,5555 N Sheridan Rd,60640,4.0,false,EDGEWATER,Multifamily Housing,652970,1927,1,,91,6978738.8,41866958.3,,,,79.6,103.5,83.5,107.4,3312.9,5.4,41.98320653,-87.6546195,POINT (-87.6546195 41.98320653)
2020,252333,Morningside Court,Submitted Data,1250 W Morse Ave,60626,1.5,false,ROGERS PARK,Multifamily Housing,154059,1982,1,,31,2936500.2,12194569.8,,,,109.8,152.5,120.3,162.4,1106,8,42.00798772,-87.66357062,POINT (-87.66357062 42.00798772)
2020,175878,,Submitted Data,310 S PEORIA ST,60607,3.0,false,NEAR WEST SIDE,Multifamily Housing,188100,2010,1,,43,9714591.9,3750884.9,,,,71.6,165.5,73.6,171.2,1715.4,9.1,41.87728141,-87.6498536,POINT (-87.6498536 41.87728141)
2020,175986,,Submitted Data,1228  W MONROE,60607,4.0,false,NEAR WEST SIDE,Multifamily Housing,66670,2006,1,,97,825608.4,1962473.1,,,,54,84.6,55.3,85.4,233.1,4.5,41.87399385,-87.651678,POINT (-87.651678 41.87399385)
2020,157955,Hilton Chicago,Submitted Data,720 S Michigan Ave,60605,4.0,false,LOOP,Hotel,2054590,1927,1,,92,56853318.8,86384061.1,,,,69.7,121.6,72.7,124.8,13461.3,6.6,41.87250897,-87.6251104,POINT (-87.6251104 41.87250897)
2020,253965,Bauer Building,Submitted Data,230 W Huron St,60654,4.0,false,NEAR NORTH SIDE,Office,66043,1903,1,,84,2461645.4,,,,,57,125.1,58.8,127,453.3,6.9,41.89158015,-87.63783734,POINT (-87.63783734 41.89158015)
2020,116702,,Submitted Data,1521  S WABASH AVE,60605,2.5,false,NEAR SOUTH SIDE,Multifamily Housing,62100,2000,1,,40,3075057.7,6339610.1,,,,151.6,245.8,156.9,251.9,816.6,13.2,41.86863212,-87.62730687,POINT (-87.62730687 41.86863212)
2020,255012,Vue53,Submitted Data,1330 E 53RD ST,60615,4.0,false,Hyde Park,Multifamily Housing,281576,2016,1,,81,7247463.2,10432952.5,,,,62.8,111,65.7,115.2,1685.3,6,41.79956318,-87.59383961,POINT (-87.59383961 41.79956318)
2020,103596,550 W Jackson,Submitted Data,550 W Jackson Blvd,60661,3.5,false,NEAR WEST SIDE,Office,480117,2001,1,,75,26256701.3,,,,,59.6,166.9,60.8,170.2,4097.9,9.3,41.8783471,-87.64152501,POINT (-87.64152501 41.8783471)
