COMMUNITY AREA NAME,CENSUS BLOCK,BUILDING TYPE,BUILDING_SUBTYPE,KWH JANUARY 2010,KWH FEBRUARY 2010,KWH MARCH 2010,KWH APRIL 2010,KWH MAY 2010,KWH JUNE 2010,KWH JULY 2010,KWH AUGUST 2010,KWH SEPTEMBER 2010,KWH OCTOBER 2010,KWH NOVEMBER 2010,KWH DECEMBER 2010,TOTAL KWH,ELECTRICITY ACCOUNTS,ZERO KWH ACCOUNTS,THERM JANUARY 2010,THERM FEBRUARY 2010,THERM MARCH 2010,TERM APRIL 2010,THERM MAY 2010,THERM JUNE 2010,THERM JULY 2010,THERM AUGUST 2010,THERM SEPTEMBER 2010,THERM OCTOBER 2010,THERM NOVEMBER 2010,THERM DECEMBER 2010,TOTAL THERMS,GAS ACCOUNTS,KWH TOTAL SQFT,THERMS TOTAL SQFT,KWH MEAN 2010,KWH STANDARD DEVIATION 2010,KWH MINIMUM 2010,KWH 1ST QUARTILE 2010,KWH 2ND QUARTILE 2010,KWH 3RD QUARTILE 2010,KWH MAXIMUM 2010,KWH SQFT MEAN 2010,KWH SQFT STANDARD DEVIATION 2010,KWH SQFT MINIMUM 2010,KWH SQFT 1ST QUARTILE 2010,KWH SQFT 2ND QUARTILE 2010,KWH SQFT 3RD QUARTILE 2010,KWH SQFT MAXIMUM 2010,THERM MEAN 2010,THERM STANDARD DEVIATION 2010,THERM MINIMUM 2010,THERM 1ST QUARTILE 2010,THERM 2ND QUARTILE 2010,THERM 3RD QUARTILE 2010,THERM MAXIMUM 2010,THERMS SQFT MEAN 2010,THERMS SQFT STANDARD DEVIATION 2010,THERMS SQFT MINIMUM 2010,THERMS SQFT 1ST QUARTILE 2010,THERMS SQFT 2ND QUARTILE 2010,THERMS SQFT 3RD QUARTILE 2010,THERMS SQFT MAXIMUM 2010,TOTAL POPULATION,TOTAL UNITS,AVERAGE STORIES,AVERAGE BUILDING AGE,AVERAGE HOUSESIZE,OCCUPIED UNITS,OCCUPIED UNITS PERCENTAGE,RENTER-OCCUPIED HOUSING UNITS,RENTER-OCCUPIED HOUSING PERCENTAGE,OCCUPIED HOUSING UNITS
Edgewater,170310304001008.0,Residential,Multi 7+,,,,,,,,,,,,,,,0,748.0,700.0,447.0,253.0,177.0,120.0,115.0,120.0,100.0,119.0,215.0,698.0,3812.0,6,,18194.0,,,,,,,,,,,,,,,3812.0,,3812.0,3812.0,3812.0,3812.0,3812.0,18194.0,,18194.0,18194.0,18194.0,18194.0,18194.0,39.0,17.0,2.0,0.0,2.44,16.0,0.9412,0.0,0.0,16.0
Edgewater,170310309004001.0,Commercial,Multi 7+,2443.0,2410.0,3653.0,2112.0,1749.0,2352.0,2418.0,2077.0,2329.0,2148.0,7086.0,6683.0,37460.0,7,7,,,,,,,,,,,,,,,2600.0,,37460.0,,37460.0,37460.0,37460.0,37460.0,37460.0,2600.0,,2600.0,2600.0,2600.0,2600.0,2600.0,,,,,,,,,,,,,,,59.0,30.0,3.0,43.0,2.68,22.0,0.7333,13.0,0.591,22.0
Edison Park,170310902003013.0,Residential,Multi < 7,,,,,,,,,,,,,,,0,1148.0,862.0,840.0,451.0,365.0,117.0,109.0,36.0,86.0,73.0,318.0,608.0,5013.0,7,,3415.0,,,,,,,,,,,,,,,5013.0,,5013.0,5013.0,5013.0,5013.0,5013.0,3415.0,,3415.0,3415.0,3415.0,3415.0,3415.0,49.0,38.0,2.0,53.0,1.32,37.0,0.9737,11.0,0.297,37.0
Englewood,170316805001007.0,Commercial,Multi < 7,0.0,0.0,135.0,22.0,15.0,17.0,91.0,103.0,37.0,0.0,1.0,0.0,421.0,Less than 4,0,,,,,,,,,,,,,,,2440.0,,421.0,,421.0,421.0,421.0,421.0,421.0,2440.0,,2440.0,2440.0,2440.0,2440.0,2440.0,,,,,,,,,,,,,,,52.0,26.0,2.0,116.0,3.47,15.0,0.5769,7.0,0.467,15.0
Englewood,170316806002012.0,Commercial,Commercial,,,,,,,,,,,,,,,2,,,,,,,,9.0,43.0,51.0,77.0,329.0,509.0,Less than 4,,720.0,,,,,,,,,,,,,,,509.0,,509.0,509.0,509.0,509.0,509.0,720.0,,720.0,720.0,720.0,720.0,720.0,7.0,8.0,1.0,116.0,1.4,5.0,0.625,4.0,0.8,5.0
Englewood,170316809001006.0,Commercial,Municipal,56003.0,57402.0,49422.0,46122.0,46015.0,46718.0,46784.0,49484.0,43643.0,54683.0,61611.0,72059.0,629946.0,Less than 4,0,,,,,,,,,,,,,,,74393.0,,314973.0,144985.17,212453.0,212453.0,314973.0,417493.0,417493.0,37196.5,47654.05,3500.0,3500.0,37196.5,70893.0,70893.0,,,,,,,,,,,,,,,341.0,187.0,2.0,25.0,2.27,150.0,0.802,150.0,1.0,150.0
Englewood,170316811002006.0,Residential,Single Family,0.0,0.0,8.0,2.0,2.0,2.0,809.0,768.0,1300.0,1325.0,1322.0,519.0,6057.0,Less than 4,4,,,,,,,,,,,,,,,2786.0,,6057.0,,6057.0,6057.0,6057.0,6057.0,6057.0,2786.0,,2786.0,2786.0,2786.0,2786.0,2786.0,,,,,,,,,,,,,,,95.0,36.0,2.0,97.0,3.65,26.0,0.7222,23.0,0.885,26.0
Englewood,170316811002008.0,Commercial,Multi < 7,,,,,,,,,,,,,,,10,910.0,948.0,594.0,429.0,234.0,98.0,115.0,110.0,147.0,260.0,441.0,1253.0,5539.0,6,,8154.0,,,,,,,,,,,,,,,1846.33,48.0,1798.0,1798.0,1847.0,1894.0,1894.0,2718.0,273.08,2404.0,2404.0,2850.0,2900.0,2900.0,115.0,54.0,2.0,98.33,2.5,46.0,0.8519,44.0,0.957,46.0
Englewood,170316811004008.0,Residential,Multi 7+,,,,,,,,,,,,,,,3,,,,,,,,,,,,211.0,211.0,Less than 4,,8042.0,,,,,,,,,,,,,,,211.0,,211.0,211.0,211.0,211.0,211.0,8042.0,,8042.0,8042.0,8042.0,8042.0,8042.0,51.0,21.0,2.0,99.0,2.68,19.0,0.9048,15.0,0.789,19.0
Englewood,170316813001016.0,Commercial,Multi < 7,,,,,,,,,,,,,,,2,692.0,618.0,492.0,267.0,167.0,50.0,,,,,,,2286.0,Less than 4,,2076.0,,,,,,,,,,,,,,,2286.0,,2286.0,2286.0,2286.0,2286.0,2286.0,2076.0,,2076.0,2076.0,2076.0,2076.0,2076.0,44.0,26.0,2.0,117.0,3.67,12.0,0.4614,6.0,0.5,12.0
Englewood,170316814002000.0,Commercial,Multi < 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,1044.0,918.0,550.0,48.0,2740.0,Less than 4,0,,,,,,,,,,,,,,,2070.0,,2740.0,,2740.0,2740.0,2740.0,2740.0,2740.0,2070.0,,2070.0,2070.0,2070.0,2070.0,2070.0,,,,,,,,,,,,,,,8.0,6.0,2.0,97.0,2.0,4.0,0.6667,0.0,0.0,4.0
Englewood,170318346002017.0,Commercial,Multi < 7,,,,,,,,,,,,,,,2,189.0,,1187.0,177.0,429.0,22.0,,,,,,,2004.0,Less than 4,,2668.0,,,,,,,,,,,,,,,2004.0,,2004.0,2004.0,2004.0,2004.0,2004.0,2668.0,,2668.0,2668.0,2668.0,2668.0,2668.0,24.0,14.0,2.0,121.0,2.4,10.0,0.7143,6.0,0.6,10.0
Gage Park,170316302001029.0,Residential,Multi 7+,3177.0,1528.0,1144.0,1227.0,919.0,1081.0,1207.0,1120.0,637.0,923.0,1818.0,2879.0,17660.0,Less than 4,5,,,,,,,,,,,,,,,7077.0,,17660.0,,17660.0,17660.0,17660.0,17660.0,17660.0,7077.0,,7077.0,7077.0,7077.0,7077.0,7077.0,,,,,,,,,,,,,,,88.0,28.0,2.0,41.0,3.52,25.0,0.8929,14.0,0.56,25.0
Gage Park,170316303002011.0,Commercial,Multi < 7,,,,,,,,,,,,,,,2,258.0,148.0,62.0,22.0,9.0,4.0,3.0,,5.0,1.0,33.0,114.0,659.0,Less than 4,,5518.0,,,,,,,,,,,,,,,659.0,,659.0,659.0,659.0,659.0,659.0,5518.0,,5518.0,5518.0,5518.0,5518.0,5518.0,128.0,27.0,1.0,0.0,4.92,26.0,0.963,9.0,0.346,26.0
Gage Park,170316308002013.0,Residential,Multi < 7,,,,,,,,,,,,,,,2,1668.0,1759.0,575.0,533.0,21.0,367.0,172.0,179.0,163.0,435.0,37.0,1085.0,6994.0,Less than 4,,3864.0,,,,,,,,,,,,,,,6994.0,,6994.0,6994.0,6994.0,6994.0,6994.0,3864.0,,3864.0,3864.0,3864.0,3864.0,3864.0,144.0,33.0,1.0,0.0,4.5,32.0,0.9697,18.0,0.563,32.0
Garfield Ridge,170315608004006.0,Commercial,Multi < 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,41.0,68.0,62.0,8.0,256.0,Less than 4,1,,,,,,,,,,,,,,,1560.0,,256.0,,256.0,256.0,256.0,256.0,256.0,1560.0,,1560.0,1560.0,1560.0,1560.0,1560.0,,,,,,,,,,,,,,,47.0,21.0,2.0,93.0,2.61,18.0,0.8571,4.0,0.222,18.0
Garfield Ridge,170315609001017.0,Residential,Multi < 7,,,,,,,,,,,,,,,3,527.0,412.0,340.0,207.0,111.0,62.0,66.0,20.0,18.0,26.0,53.0,122.0,1964.0,Less than 4,,1520.0,,,,,,,,,,,,,,,1964.0,,1964.0,1964.0,1964.0,1964.0,1964.0,1520.0,,1520.0,1520.0,1520.0,1520.0,1520.0,46.0,17.0,3.0,97.0,2.71,17.0,1.0,1.0,0.059,17.0
Garfield Ridge,170318352001052.0,Residential,Multi 7+,10544.0,2862.0,2079.0,5685.0,2962.0,3165.0,3718.0,3621.0,3857.0,5077.0,10352.0,16501.0,70423.0,11,4,,,,,,,,,,,,,,,8371.0,,70423.0,,70423.0,70423.0,70423.0,70423.0,70423.0,8371.0,,8371.0,8371.0,8371.0,8371.0,8371.0,,,,,,,,,,,,,,,20.0,14.0,2.0,45.0,1.67,12.0,0.8571,10.0,0.833,12.0
Grand Boulevard,170318360003003.0,Commercial,Multi < 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7248.0,7248.0,4,0,,,,,,,,,,,,,,,5973.0,,7248.0,,7248.0,7248.0,7248.0,7248.0,7248.0,5973.0,,5973.0,5973.0,5973.0,5973.0,5973.0,,,,,,,,,,,,,,,52.0,34.0,3.0,128.0,2.17,24.0,0.7059,16.0,0.667,24.0
Greater Grand Crossing,170316904002008.0,Commercial,Multi < 7,,,,,,,,,,,,,,,4,703.0,670.0,620.0,321.0,185.0,101.0,48.0,43.0,41.0,109.0,220.0,655.0,3716.0,4,,5088.0,,,,,,,,,,,,,,,1858.0,2111.42,365.0,365.0,1858.0,3351.0,3351.0,5088.0,,5088.0,5088.0,5088.0,5088.0,5088.0,77.0,37.0,2.0,102.0,2.41,32.0,0.8649,28.0,0.875,32.0
Hermosa,170312004011007.0,Commercial,Commercial,,,,,,,,,,,,,,,1,575.0,527.0,301.0,226.0,116.0,36.0,26.0,32.0,33.0,87.0,101.0,260.0,2320.0,Less than 4,,2442.0,,,,,,,,,,,,,,,1160.0,345.07,916.0,916.0,1160.0,1404.0,1404.0,1221.0,0.0,1221.0,1221.0,1221.0,1221.0,1221.0,98.0,30.0,1.0,6.0,3.38,29.0,0.9667,15.0,0.517,29.0
Hermosa,170312004012001.0,Commercial,Commercial,,,,,,,,,,,,,,,3,414.0,405.0,276.0,177.0,106.0,57.0,60.0,,59.0,,,,1554.0,Less than 4,,1775.0,,,,,,,,,,,,,,,1554.0,,1554.0,1554.0,1554.0,1554.0,1554.0,1775.0,,1775.0,1775.0,1775.0,1775.0,1775.0,146.0,37.0,2.0,98.0,4.42,33.0,0.8919,20.0,0.606,33.0
Humboldt Park,170312315001000.0,Commercial,Multi < 7,,,,,,,,,,,,,,,4,,,,,,,,,,,121.0,391.0,512.0,Less than 4,,2184.0,,,,,,,,,,,,,,,512.0,,512.0,512.0,512.0,512.0,512.0,2184.0,,2184.0,2184.0,2184.0,2184.0,2184.0,58.0,28.0,2.0,103.0,2.9,20.0,0.7143,17.0,0.85,20.0
Hermosa,170312004021013.0,Residential,Multi < 7,1774.0,757.0,711.0,1199.0,1251.0,1950.0,2028.0,1036.0,930.0,2333.0,3645.0,3303.0,20917.0,Less than 4,6,,,,,,,,,,,,,,,2000.0,,20917.0,,20917.0,20917.0,20917.0,20917.0,20917.0,2000.0,,2000.0,2000.0,2000.0,2000.0,2000.0,,,,,,,,,,,,,,,18.0,9.0,2.0,130.0,2.25,8.0,0.8889,8.0,1.0,8.0
Hermosa,170312004022007.0,Commercial,Commercial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,172.0,32.0,206.0,Less than 4,0,,,,,,,,,,,,,,,968.0,,206.0,,206.0,206.0,206.0,206.0,206.0,968.0,,968.0,968.0,968.0,968.0,968.0,,,,,,,,,,,,,,,231.0,69.0,2.0,100.0,4.28,54.0,0.7826,46.0,0.852,54.0
Hermosa,170312004023005.0,Commercial,Multi < 7,,,,,,,,,,,,,,,3,325.0,321.0,194.0,122.0,86.0,53.0,50.0,52.0,48.0,36.0,104.0,278.0,1669.0,Less than 4,,2184.0,,,,,,,,,,,,,,,1669.0,,1669.0,1669.0,1669.0,1669.0,1669.0,2184.0,,2184.0,2184.0,2184.0,2184.0,2184.0,99.0,29.0,2.0,95.0,3.67,27.0,0.9309,10.0,0.37,27.0
Humboldt Park,170312301001027.0,Commercial,Multi < 7,,,,,,,,,,,,,,,5,645.0,,850.0,92.0,76.0,51.0,48.0,50.0,54.0,53.0,255.0,636.0,2810.0,4,,5850.0,,,,,,,,,,,,,,,2810.0,,2810.0,2810.0,2810.0,2810.0,2810.0,5850.0,,5850.0,5850.0,5850.0,5850.0,5850.0,19.0,10.0,1.0,0.0,1.9,10.0,1.0,5.0,0.5,10.0
Humboldt Park,170312306002003.0,Commercial,Multi < 7,16.0,14.0,358.0,652.0,630.0,496.0,557.0,664.0,855.0,312.0,142.0,1357.0,6053.0,4,7,,,,,,,,,,,,,,,3916.0,,3026.5,3789.39,347.0,347.0,3026.5,5706.0,5706.0,1958.0,319.61,1732.0,1732.0,1958.0,2184.0,2184.0,,,,,,,,,,,,,,,154.0,54.0,2.0,95.5,3.28,47.0,0.8704,38.0,0.809,47.0
Humboldt Park,170312307002012.0,Commercial,Multi < 7,,,,,,,,,,,,,,,2,226.0,220.0,188.0,140.0,101.0,50.0,36.0,29.0,34.0,49.0,85.0,236.0,1394.0,Less than 4,,2016.0,,,,,,,,,,,,,,,1394.0,,1394.0,1394.0,1394.0,1394.0,1394.0,2016.0,,2016.0,2016.0,2016.0,2016.0,2016.0,46.0,15.0,2.0,111.0,3.07,15.0,1.0,12.0,0.8,15.0
Humboldt Park,170312309002003.0,Residential,Multi 7+,,,,,,,,,,,,,,,0,,,,,,,,,,,203.0,630.0,833.0,Less than 4,,8286.0,,,,,,,,,,,,,,,833.0,,833.0,833.0,833.0,833.0,833.0,8286.0,,8286.0,8286.0,8286.0,8286.0,8286.0,96.0,32.0,3.0,91.0,3.43,28.0,0.875,23.0,0.821,28.0
Humboldt Park,170312311001012.0,Commercial,Multi < 7,,,,,,,,,,,,,,,3,523.0,274.0,55.0,,,,,,,,,,852.0,Less than 4,,2466.0,,,,,,,,,,,,,,,852.0,,852.0,852.0,852.0,852.0,852.0,2466.0,,2466.0,2466.0,2466.0,2466.0,2466.0,106.0,38.0,2.0,96.0,3.66,29.0,0.7631,17.0,0.586,29.0
Humboldt Park,170312315005007.0,Commercial,Multi < 7,,,,,,,,,,,,,,,2,230.0,353.0,209.0,123.0,73.0,24.0,26.0,31.0,35.0,115.0,270.0,674.0,2163.0,Less than 4,,2008.0,,,,,,,,,,,,,,,2163.0,,2163.0,2163.0,2163.0,2163.0,2163.0,2008.0,,2008.0,2008.0,2008.0,2008.0,2008.0,61.0,30.0,2.0,121.0,2.9,21.0,0.7,11.0,0.524,21.0
Humboldt Park,170312315006036.0,Commercial,Multi < 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,207.0,Less than 4,1,,,,,,,,,,,,,,,4287.0,,207.0,,207.0,207.0,207.0,207.0,207.0,4287.0,,4287.0,4287.0,4287.0,4287.0,4287.0,,,,,,,,,,,,,,,36.0,21.0,3.0,85.0,3.0,12.0,0.5714,9.0,0.75,12.0
Humboldt Park,170318421003013.0,Residential,Multi < 7,0.0,0.0,0.0,0.0,0.0,0.0,886.0,728.0,1387.0,973.0,913.0,71.0,4958.0,Less than 4,4,,,,,,,,,,,,,,,1880.0,,4958.0,,4958.0,4958.0,4958.0,4958.0,4958.0,1880.0,,1880.0,1880.0,1880.0,1880.0,1880.0,,,,,,,,,,,,,,,63.0,15.0,2.0,111.0,4.2,15.0,1.0,2.0,0.133,15.0
Humboldt Park,170318421005016.0,Commercial,Municipal,,,,,,,,,,,,,,,0,21930.0,20592.0,13408.0,6464.0,1757.0,190.0,252.0,175.0,284.0,499.0,6393.0,19279.0,91223.0,6,,184800.0,,,,,,,,,,,,,,,91223.0,,91223.0,91223.0,91223.0,91223.0,91223.0,184800.0,,184800.0,184800.0,184800.0,184800.0,184800.0,0.0,0.0,2.0,54.0,0.0,0.0,,0.0,,0.0
Hyde Park,170314106001010.0,Commercial,Commercial,195.0,419.0,559.0,678.0,781.0,766.0,685.0,568.0,622.0,714.0,770.0,502.0,7259.0,Less than 4,0,,,,,,,,,,,,,,,4643.0,,7259.0,,7259.0,7259.0,7259.0,7259.0,7259.0,4643.0,,4643.0,4643.0,4643.0,4643.0,4643.0,,,,,,,,,,,,,,,72.0,45.0,1.0,0.0,1.95,37.0,0.8222,22.0,0.595,37.0
Hyde Park,170314109003010.0,Residential,Single Family,,,,,,,,,,,,,,,0,,8767.0,7348.0,4988.0,3101.0,747.0,709.0,674.0,941.0,3015.0,6244.0,10448.0,46982.0,4,,17578.0,,,,,,,,,,,,,,,11745.5,1681.38,9967.0,10383.5,11655.0,13107.5,13705.0,4394.5,355.52,3872.0,4171.0,4535.5,4618.0,4635.0,267.0,151.0,1.0,0.0,1.96,136.0,0.9007,41.0,0.301,136.0
Irving Park,170311601001020.0,Commercial,Multi < 7,,,,,,,,,,,,,,,2,510.0,448.0,308.0,151.0,105.0,39.0,21.0,20.0,21.0,56.0,165.0,412.0,2256.0,Less than 4,,1840.0,,,,,,,,,,,,,,,2256.0,,2256.0,2256.0,2256.0,2256.0,2256.0,1840.0,,1840.0,1840.0,1840.0,1840.0,1840.0,67.0,25.0,2.0,95.0,2.91,23.0,0.92,4.0,0.174,23.0
Jefferson Park,170311103003018.0,Residential,Multi < 7,,,,,,,,,,,,,,,0,1262.0,999.0,1050.0,557.0,508.0,183.0,211.0,113.0,211.0,160.0,230.0,583.0,6067.0,9,,7028.0,,,,,,,,,,,,,,,2022.33,1025.31,1144.0,1144.0,1774.0,3149.0,3149.0,2342.67,586.71,1740.0,1740.0,2376.0,2912.0,2912.0,77.0,29.0,2.33,85.33,2.75,28.0,0.9655,14.0,0.5,28.0
Jefferson Park,170311103005009.0,Residential,Multi < 7,,,,,,,,,,,,,,,0,787.0,714.0,627.0,409.0,209.0,116.0,66.0,62.0,59.0,69.0,164.0,426.0,3708.0,6,,4004.0,,,,,,,,,,,,,,,1854.0,196.58,1715.0,1715.0,1854.0,1993.0,1993.0,2002.0,302.64,1788.0,1788.0,2002.0,2216.0,2216.0,57.0,24.0,2.0,80.0,2.71,21.0,0.875,11.0,0.524,21.0
Jefferson Park,170311104003004.0,Residential,Multi < 7,,,,,,,,,,,,,,,2,441.0,410.0,342.0,222.0,115.0,71.0,43.0,35.0,31.0,21.0,52.0,184.0,1967.0,Less than 4,,3169.0,,,,,,,,,,,,,,,1967.0,,1967.0,1967.0,1967.0,1967.0,1967.0,3169.0,,3169.0,3169.0,3169.0,3169.0,3169.0,23.0,12.0,2.0,83.0,2.09,11.0,0.9167,4.0,0.364,11.0
Lakeview,170310506001000.0,Commercial,Commercial,,,,,,,,,,,,,,,0,7489.0,6041.0,4647.0,2137.0,1255.0,880.0,834.0,729.0,782.0,825.0,1375.0,4297.0,31291.0,68,,17204.0,,,,,,,,,,,,,,,31291.0,,31291.0,31291.0,31291.0,31291.0,31291.0,17204.0,,17204.0,17204.0,17204.0,17204.0,17204.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0
Lakeview,170310604001006.0,Residential,Multi < 7,,,,,,,,,,,,,,,0,1115.0,1082.0,868.0,481.0,281.0,234.0,174.0,159.0,177.0,186.0,272.0,669.0,5698.0,8,,10676.0,,,,,,,,,,,,,,,5698.0,,5698.0,5698.0,5698.0,5698.0,5698.0,10676.0,,10676.0,10676.0,10676.0,10676.0,10676.0,88.0,34.0,3.0,12.0,2.59,34.0,1.0,10.0,0.294,34.0
Lakeview,170310619012000.0,Residential,Single Family,16620.0,13420.0,8570.0,6124.0,5972.0,7081.0,6999.0,5368.0,4881.0,6517.0,15495.0,22296.0,119343.0,8,1,,,,,,,,,,,,,,,8492.0,,119343.0,,119343.0,119343.0,119343.0,119343.0,119343.0,8492.0,,8492.0,8492.0,8492.0,8492.0,8492.0,,,,,,,,,,,,,,,69.0,58.0,1.0,0.0,1.3,53.0,0.9138,41.0,0.774,53.0
Lakeview,170310623001022.0,Residential,Multi 7+,1526.0,1665.0,1824.0,1579.0,2916.0,4211.0,4884.0,6874.0,4105.0,3460.0,2946.0,5672.0,41662.0,6,2,3463.0,2681.0,2666.0,973.0,936.0,295.0,595.0,150.0,539.0,170.0,742.0,1587.0,14797.0,21,,22518.0,41662.0,,41662.0,41662.0,41662.0,41662.0,41662.0,,,,,,,,2959.4,1257.98,1880.0,1938.0,2889.0,3107.0,4983.0,7506.0,542.15,7188.0,7188.0,7198.0,8132.0,8132.0,74.0,45.0,3.0,12.0,2.0,37.0,0.8222,3.0,0.081,37.0
Lakeview,170310628002011.0,Commercial,Multi 7+,8835.0,7980.0,7111.0,7058.0,9886.0,15654.0,14351.0,13441.0,7953.0,7506.0,8964.0,10528.0,119267.0,18,3,,,,,,,,,,,,,,,31283.0,,119267.0,,119267.0,119267.0,119267.0,119267.0,119267.0,31283.0,,31283.0,31283.0,31283.0,31283.0,31283.0,,,,,,,,,,,,,,,114.0,64.0,2.0,65.0,1.81,63.0,0.9843,27.0,0.429,63.0
Lakeview,170310629001000.0,Residential,Multi < 7,,,,,,,,,,,,,,,1,552.0,459.0,303.0,164.0,100.0,50.0,48.0,45.0,41.0,48.0,117.0,426.0,2353.0,Less than 4,,6974.0,,,,,,,,,,,,,,,2353.0,,2353.0,2353.0,2353.0,2353.0,2353.0,6974.0,,6974.0,6974.0,6974.0,6974.0,6974.0,235.0,139.0,2.0,22.0,1.81,130.0,0.9353,40.0,0.308,130.0
Lakeview,170310629001007.0,Commercial,Multi 7+,,,,,,,,,,,,,,,4,20.0,10.0,17.0,4.0,16.0,8.0,12.0,4.0,3.0,10.0,3.0,11.0,118.0,4,,25483.0,,,,,,,,,,,,,,,118.0,,118.0,118.0,118.0,118.0,118.0,25483.0,,25483.0,25483.0,25483.0,25483.0,25483.0,106.0,58.0,3.0,112.0,2.12,50.0,0.8621,32.0,0.64,50.0
Lakeview,170310629002007.0,Commercial,Multi < 7,0.0,0.0,0.0,0.0,423.0,1607.0,2199.0,2753.0,2105.0,1691.0,1961.0,2384.0,15123.0,Less than 4,1,,,,,,,,,,,,,,,4284.0,,15123.0,,15123.0,15123.0,15123.0,15123.0,15123.0,4284.0,,4284.0,4284.0,4284.0,4284.0,4284.0,,,,,,,,,,,,,,,72.0,41.0,3.0,119.0,2.18,33.0,0.8049,29.0,0.879,33.0
Lakeview,170310630002004.0,Commercial,Multi 7+,2597.0,2650.0,2632.0,2542.0,4176.0,6616.0,7492.0,8361.0,4477.0,4989.0,4898.0,5347.0,56777.0,22,6,,,,,,,,,,,,,,,23769.0,,14194.25,6128.8,9139.0,9837.5,12428.5,18551.0,22781.0,23769.0,,23769.0,23769.0,23769.0,23769.0,23769.0,,,,,,,,,,,,,,,83.0,50.0,3.0,75.0,1.69,49.0,0.98,37.0,0.755,49.0
Lincoln Park,170310705003003.0,Residential,Multi 7+,242.0,136.0,134.0,134.0,144.0,122.0,3427.0,1626.0,2194.0,2218.0,2668.0,2620.0,15665.0,4,3,1093.0,879.0,623.0,315.0,211.0,111.0,112.0,98.0,98.0,106.0,272.0,862.0,4780.0,6,7524.0,7524.0,7832.5,1382.39,6855.0,6855.0,7832.5,8810.0,8810.0,3762.0,0.0,3762.0,3762.0,3762.0,3762.0,3762.0,2390.0,340.83,2149.0,2149.0,2390.0,2631.0,2631.0,3762.0,0.0,3762.0,3762.0,3762.0,3762.0,3762.0,61.0,22.0,4.0,12.0,2.77,22.0,1.0,11.0,0.5,22.0
Lincoln Park,170310707002012.0,Commercial,Multi 7+,0.0,0.0,0.0,0.0,0.0,9.0,96.0,406.0,516.0,1891.0,1278.0,1161.0,5357.0,8,12,920.0,812.0,713.0,427.0,334.0,251.0,256.0,226.0,223.0,223.0,287.0,652.0,5324.0,15,5500.0,5500.0,1339.25,647.69,620.0,816.5,1332.5,1862.0,2072.0,5500.0,,5500.0,5500.0,5500.0,5500.0,5500.0,1064.8,1337.01,199.0,250.0,320.0,1219.0,3336.0,5500.0,,5500.0,5500.0,5500.0,5500.0,5500.0,111.0,88.0,4.0,0.0,1.79,62.0,0.7045,39.0,0.629,62.0
Lincoln Park,170310712002007.0,Commercial,Municipal,2824.0,3051.0,2679.0,2674.0,2981.0,3070.0,2892.0,3050.0,2787.0,2790.0,3885.0,5153.0,37836.0,Less than 4,0,,,,,,,,,,,,,,,30022.0,,37836.0,,37836.0,37836.0,37836.0,37836.0,37836.0,30022.0,,30022.0,30022.0,30022.0,30022.0,30022.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0
Lincoln Park,170310715006003.0,Residential,Multi 7+,13416.0,9367.0,6520.0,3462.0,3668.0,5271.0,5805.0,5180.0,3654.0,5015.0,9575.0,15071.0,86004.0,12,7,,,,,,,,,,,,,,,12099.0,,86004.0,,86004.0,86004.0,86004.0,86004.0,86004.0,12099.0,,12099.0,12099.0,12099.0,12099.0,12099.0,,,,,,,,,,,,,,,9.0,4.0,3.0,103.0,2.25,4.0,1.0,1.0,0.25,4.0
Lincoln Square,170310401002005.0,Commercial,Commercial,,,,,,,,,,,,,,,39,990.0,1172.0,835.0,419.0,297.0,157.0,120.0,118.0,269.0,248.0,501.0,1456.0,6582.0,17,,7758.0,,,,,,,,,,,,,,,1316.4,873.47,137.0,793.0,1587.0,1653.0,2412.0,7758.0,,7758.0,7758.0,7758.0,7758.0,7758.0,87.0,80.0,1.0,0.0,1.81,48.0,0.6,47.0,0.979,48.0
Lincoln Square,170310402012002.0,Residential,Multi 7+,4533.0,9366.0,8790.0,7372.0,8092.0,4362.0,6096.0,7373.0,4146.0,6066.0,14650.0,21873.0,102719.0,9,0,,,,,,,,,,,,,,,10654.0,,102719.0,,102719.0,102719.0,102719.0,102719.0,102719.0,10654.0,,10654.0,10654.0,10654.0,10654.0,10654.0,,,,,,,,,,,,,,,175.0,65.0,4.0,36.0,2.87,61.0,0.9384,34.0,0.557,61.0
Lincoln Square,170310404011008.0,Commercial,Multi < 7,0.0,0.0,0.0,0.0,0.0,0.0,83.0,97.0,261.0,749.0,355.0,334.0,1879.0,Less than 4,1,,,,,,,,,,,,,,,4397.0,,1879.0,,1879.0,1879.0,1879.0,1879.0,1879.0,4397.0,,4397.0,4397.0,4397.0,4397.0,4397.0,,,,,,,,,,,,,,,55.0,27.0,1.0,0.0,2.39,23.0,0.8519,7.0,0.304,23.0
